Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,52,,
55,145,0.2996533333333334,141
54,70,0.30303723008029687,49
53,40,0.2864331377441891,28
52,26,0.3015171899530514,21
51,126,0.2737636209205725,12
50,79,0.8826695483051414,60
49,134,0.2905235108549207,127
48,149,0.2757541834945973,121
47,197,0.28246505615313644,166
46,192,0.26643733789789587,156
45,49,0.2950086912275703,27
44,1340,0.2524963330377686,44
43,15,0.7030218190415471,1
42,602,0.20960343885132177,601
41,77,,
40,1,,
39,3,,
38,1,,
37,7,0.23228735200031655,5
36,28,,
35,3,,
34,10,0.3780128409515516,6
33,16,0.2833190956228624,13
32,15,0.22611040340474206,3
31,54,0.28221168936123153,25
30,7,0.23862402850963133,5
29,8,0.24538161121855712,7
28,5,0.48165422669479957,4
27,12,0.2511178733219125,6
26,6,1.0208192769290596,5
25,65,0.2747478838942788,45
24,3,,
23,2,,
22,1,,
19,1,,
16,1,,
