Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,50,0.3650697261414331,49
55,151,0.10188771420622028,144
54,76,0.04968171840363827,58
53,33,0.12086330316278705,30
52,24,0.13151529546599536,21
51,125,0.13109068091159407,11
50,79,0.3110710433435274,59
49,128,0.08679775917460181,120
48,152,0.07905134484286902,117
47,207,0.05902027832080936,172
46,181,0.03805575043512597,151
45,55,0.030717602630208965,28
44,1341,0.021363454257694283,46
43,13,0.025366821023106834,1
42,600,0.04032294107384426,599
41,79,,
40,1,,
39,3,,
38,1,,
37,7,0.17729518567472044,5
36,28,,
35,2,,
34,12,0.1469664961284538,7
33,17,0.10228754146858086,15
32,13,0.02348457076857496,3
31,53,0.07230084675731312,24
30,8,0.0746571393437814,5
29,8,0.11761439711003138,7
28,4,0.26328454944828905,3
27,13,0.15314326368816458,6
26,7,0.2574885711601621,6
25,63,0.16316009644233587,44
24,4,,
23,3,,
19,1,,
16,1,,
