Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,52,0.3302404219523832,51
55,142,0.0899084146678448,137
54,80,0.029892931814139906,55
53,35,0.0762591943455393,29
52,24,0.07305757382175934,20
51,127,0.03837477571055965,12
50,75,0.4192022343549793,56
49,137,0.06757345884559125,126
48,146,0.0702331546342696,117
47,216,0.046280532381215315,181
46,170,0.04984039070317252,149
45,54,0.04707062084925358,25
44,1341,0.0395199510446144,43
43,16,0.03683720262330392,1
42,603,0.04028035279262732,602
41,76,,
40,1,,
39,3,,
38,1,,
37,6,0.0606782061352719,4
36,29,,
35,3,,
34,13,0.0636010168454051,9
33,14,,
32,12,0.028842008762705804,1
31,57,0.0688467210792662,26
30,6,0.04307982394263078,5
29,8,0.08966430798379658,7
28,4,0.11995272112606996,3
27,14,0.049458927149819434,7
26,5,,
25,65,0.09513434076304383,45
24,3,,
23,3,,
19,1,,
16,1,,
