Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,50,0.08613635510204082,49
55,149,0.07972534355953904,142
54,75,0.07591979956117323,55
53,35,0.0744710519719827,29
52,26,0.05064556137040225,22
51,124,0.04524117891253355,11
50,75,1.4595675239187922,55
49,141,0.8648495725230108,129
48,144,0.535006561933494,118
47,205,0.7488932681693837,171
46,179,0.3975861498123795,148
45,57,0.3400705747774802,27
44,1340,0.3281556104351638,44
43,15,0.8177837239899146,1
42,605,0.29876072214804605,604
41,74,,
40,1,,
39,2,,
38,2,0.32860136191463535,1
37,7,0.21691730629662237,5
36,28,,
35,3,,
34,12,0.2497912070497788,8
33,16,1.6168293284849187,15
32,13,0.6868977622946876,3
31,55,0.6611734598255561,26
30,5,0.75925,4
29,9,0.5507891734621625,7
28,5,1.6201,4
27,13,1.002004090719031,7
26,5,,
25,62,1.707983614421386,42
24,6,,
23,3,,
19,1,,
16,1,,
