Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,52,0.509476294649666,49
55,147,0.20300859874136515,140
54,72,0.19059190806569645,50
53,40,0.1075540310856714,29
52,24,0.2020548465488749,20
51,128,0.08286128941322198,13
50,77,0.5501734857478449,59
49,134,0.18534943793824477,126
48,148,0.14231382434833698,119
47,214,0.1170038354370011,181
46,170,0.11609770735884282,149
45,54,0.1284183132357454,25
44,1341,0.06481526907889006,43
43,16,0.1842582498938763,1
42,607,0.0748748667225937,606
41,72,,
40,1,,
39,3,,
38,1,,
37,7,0.08219733451772906,5
36,28,,
35,3,,
34,12,0.2137283036607735,8
33,14,0.11042668927753678,13
32,15,0.1210193776578569,3
31,53,0.11640409888771776,24
30,8,0.1453421924735365,5
29,8,0.054748011837490854,7
28,4,0.13880862411653544,3
27,14,0.2644130965724203,7
26,6,,
25,60,0.10038236401083611,41
24,7,,
23,3,,
19,1,,
16,1,,
