Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,49,,
55,146,0.13210916350555918,139
54,74,0.09230345175370917,51
53,36,0.09433266485019277,26
52,26,0.06300987469266191,19
51,129,0.06589617086630534,13
50,79,1.4632596344349795,61
49,132,0.909942006633491,126
48,148,0.5401762392714353,119
47,212,0.7481720234647055,179
46,168,0.4197692395081286,145
45,59,0.36272046573691874,26
44,1341,0.3482748641354386,44
43,15,0.795954069183059,1
42,607,0.31978307410322276,606
41,72,,
40,1,,
39,3,,
38,1,,
37,6,0.2337156236969903,4
36,29,,
35,3,,
34,13,0.2559597175672929,9
33,12,,
32,16,0.6925476385481133,3
31,53,0.6783466313153481,24
30,8,0.6682881415934582,5
29,9,0.5338526904833436,8
28,2,,
27,15,0.9997041174989942,7
26,6,,
25,64,1.7001928073686492,45
24,3,,
23,3,,
19,1,,
16,1,,
