Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,48,0.07897673913043479,46
55,160,0.30045826666666664,150
54,64,0.3494812143551445,52
53,37,0.3653855872526523,28
52,27,0.3687410975215817,22
51,125,0.32153270811777285,12
50,79,0.9116142987036872,60
49,133,0.32531294556970264,126
48,147,0.32787556557506936,118
47,207,0.3139686333491252,173
46,184,0.32103418443969556,155
45,48,0.3435807090392021,25
44,1343,0.3085496603676121,45
43,14,0.520825184547166,1
42,602,0.28158392359088535,601
41,77,,
40,1,,
39,3,,
37,7,0.11501551865348769,4
36,29,,
35,2,,
34,13,0.439086072874262,8
33,17,0.3906596853921551,16
32,11,0.3150036893591413,2
31,55,0.24467777108232486,25
30,4,0.3773020516776133,2
29,12,0.21176700063590045,8
28,3,,
27,13,0.21456137874384118,6
26,6,0.8498035371892898,5
25,60,0.24568620848228592,40
24,8,,
23,3,,
19,1,,
16,1,,
