Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,53,0.11629962307692307,52
55,144,0.1240116163546798,140
54,76,0.088663772214003,54
53,33,0.09080935977684748,26
52,29,0.06228540709614088,22
51,123,0.06444053399421595,10
50,82,1.456888810751645,61
49,130,0.8357285522308282,124
48,152,0.5451743276692241,121
47,201,0.7265751426685544,170
46,184,0.3996016754011827,152
45,52,0.33814642109164017,26
44,1344,0.33239040833346833,47
43,12,0.8172857136806995,1
42,605,0.2969307275750741,604
41,74,,
40,1,,
39,3,,
38,1,,
37,6,0.2521438732361285,4
36,29,,
35,3,,
34,12,0.23212288364687297,8
33,14,1.7318044082672872,13
32,15,0.6870600495322734,3
31,55,0.6186256011849861,26
30,6,0.6649635871483783,5
29,8,0.5489106771645024,7
28,4,1.56299898570533,3
27,12,1.0067450516736987,5
26,7,2.5574959141493396,5
25,62,1.5508962513458604,42
24,6,,
23,2,,
22,1,,
19,1,,
16,1,,
