Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,51,0.08670214,50
55,145,0.023370071942446044,139
54,78,0.005604363636363636,55
53,31,0.0032712000000000006,25
52,29,0.001782857142857141,21
51,125,0.0007581818181818194,11
50,81,0.47001424588524593,61
49,132,0.08734523015873015,126
48,148,0.020160949579831923,119
47,209,0.03536328978977271,176
46,175,0.002775785234899324,149
45,53,0.0017866666666666645,24
44,1341,0.0014297618904761916,42
43,17,0.020999999999999908,1
42,609,0.003271611845481814,608
41,70,,
40,1,,
39,3,,
38,1,,
37,7,0.0035993999999999983,5
36,28,,
35,3,,
34,11,0.001688285714285725,7
33,15,0.22981092307692308,13
32,15,0.009843333333333324,3
31,53,0.02239583333333333,24
30,8,0.0024599999999999926,5
29,9,0.006137500000000014,8
28,4,,
27,13,0.009495714285714203,7
26,5,,
25,63,0.05627651162790706,43
24,5,,
23,2,,
22,1,,
19,1,,
16,1,,
