Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,49,0.1318359844035288,48
55,149,0.013889198447050936,141
54,73,0.0014471169805289794,52
53,38,0.0017453357108197448,29
52,24,0.005240365128996872,20
51,125,0.002194487923719224,10
50,84,3954122.118879416,63
49,132,0.3180589312902349,128
48,144,0.25746012459770584,117
47,214,183.28031843703806,179
46,168,11068.463472061907,145
45,61,164657.56478854857,28
44,1338,9836193.497865492,43
43,16,89109.6245192708,1
42,611,71101.46528041051,610
41,68,,
40,1,,
39,2,,
38,2,718896.6447771804,1
37,7,261022.116641369,5
36,28,,
35,2,,
34,12,244690.08525760617,7
33,15,195662.06364837562,13
32,15,3153907.332159159,3
31,55,68906635.03737305,26
30,6,18214826.205634937,5
29,7,2966699.412028513,6
28,5,8282089.601790752,3
27,14,5092934.173064928,7
26,6,,
25,58,3922239.0300201103,39
24,9,,
23,1,,
22,2,,
19,1,,
16,1,,
