Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,50,,
55,144,0.17661644544363447,138
54,74,0.130635224171233,50
53,36,0.09714697855310923,25
52,29,0.19900615880986083,21
51,126,0.11954346330558514,12
50,72,0.46406112417556095,53
49,135,0.16306907333617324,121
48,153,0.15654692905861717,119
47,216,0.12759908848027787,183
46,171,0.10709419791535535,152
45,53,0.15324217137945795,27
44,1338,0.10932931393840331,42
43,17,0.12129753306245772,1
42,611,0.07619294812708313,610
41,68,,
40,1,,
39,3,,
38,1,,
37,7,0.278951032763051,5
36,28,,
35,3,,
34,12,0.08004000269870135,8
33,14,0.12846073142336364,13
32,15,0.09086839897155105,3
31,53,0.08033151588565458,24
30,7,0.04724857793540466,4
29,10,0.11270207629616685,8
28,4,,
27,13,0.16862413629627807,7
26,6,,
25,64,0.2917952726019884,45
24,3,,
23,1,,
22,2,,
19,1,,
16,1,,
