Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,51,0.1267311474254321,49
55,141,0.059860047349459065,134
54,80,0.030427448965403937,52
53,37,0.026356184654496257,28
52,28,0.02724859518987212,23
51,122,0.0278891963650094,10
50,82,0.43581090729764754,61
49,131,0.039954942568021075,125
48,152,0.019153475337361416,122
47,206,0.013318690934732124,176
46,175,0.011267998456835784,149
45,53,0.008303961486262296,24
44,1341,0.008600964761491013,42
43,17,0.020103846691148286,1
42,611,0.008057259286920445,610
41,68,,
40,1,,
39,1,,
38,3,0.004366643529363501,1
37,7,0.018308280147971617,5
36,28,,
35,3,,
34,12,0.010462389337207915,8
33,14,0.02367059389038338,13
32,15,0.02009873139611686,3
31,54,0.0140330977277368,25
30,7,0.015386869442773465,5
29,8,0.009504808298068122,7
28,5,0.024334618796216664,4
27,11,0.06363541976308008,5
26,8,0.058275474331029656,6
25,65,0.08002255024675282,46
24,2,,
23,3,,
19,1,,
16,1,,
