Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,50,,
55,149,0.3020785314685315,143
54,70,0.30452837444804265,51
53,38,0.31436103500584534,28
52,26,0.30240640700857513,21
51,124,0.27623931449006717,10
50,79,0.8593262486318406,58
49,140,0.2927699899527487,131
48,137,0.2887089339046642,113
47,215,0.30549741917952833,176
46,170,0.27519473602176664,144
45,57,0.2826595280175833,23
44,1345,0.26431328383979874,45
43,14,0.6748361138075496,1
42,608,0.22186248661337984,607
41,71,,
40,1,,
39,3,,
38,1,,
37,5,0.273162683375855,3
36,30,,
35,3,,
34,12,0.4465101131045637,8
33,15,0.284595451435816,14
32,13,0.2439865203015755,2
31,56,0.295571684048115,26
30,6,0.3246264942308422,5
29,6,0.23466261799520638,5
28,7,0.44632829306768124,4
27,13,0.3083589902490127,7
26,6,,
25,67,0.30278153596727936,48
23,3,,
19,1,,
16,1,,
