Iteration,SampleCount,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_Weight
56,55,0.1263150524032828,54
55,134,0.008570364126735949,132
54,84,0.0069009469968486,54
53,36,0.0019375383824766766,29
52,26,0.004023905915191412,22
51,123,0.001515909003596564,10
50,77,5630268.376682971,56
49,135,0.2066273670688208,124
48,150,0.29348859871115096,119
47,206,0.1609387721889598,173
46,179,0.0863762796161844,150
45,55,1.3011054352010603,27
44,1342,29.554324410350688,46
43,13,2.954288731696307,1
42,611,8.76804131298871,610
41,68,,
40,1,,
39,2,,
38,2,0.33429642944186394,1
37,7,0.5999172550912122,5
36,28,,
35,3,,
34,12,9079.700729524136,8
33,16,2294.0447326192043,15
32,12,60.07567175001229,2
31,54,1143.3588187862435,24
30,7,931.9371427718611,4
29,9,874.1065734938951,7
28,5,1934.339759960082,4
27,12,1748.6185981691826,6
26,6,9589.612554770161,5
25,66,10432.021444363836,46
24,2,,
23,1,,
22,2,,
19,1,,
16,1,,
