Iteration,SampleCount,S_HZ_CON_MIN,S_HZ_CON_MIN_Weight
56,53,,
55,151,0.14329138697206356,148
54,70,0.1528171668963638,60
53,32,0.09107957738414521,29
52,27,0.17695918386035833,23
51,111,0.09764197710881634,109
50,89,0.2269169933696885,73
49,139,0.1034051919719962,130
48,146,0.08565492558729881,134
47,205,0.0674928120518011,190
46,183,0.059735124266765686,158
45,52,0.0703682267683176,39
44,1204,0.06503700718910449,1202
43,150,0.06381261431667003,9
42,606,0.05436429138222654,604
41,74,0.03491435950378278,3
40,2,,
39,3,,
38,1,,
37,7,0.021206394236083392,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.01858383615819681,2
31,53,0.02283396570181447,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
