Iteration,SampleCount,S_HZ_CON_MIN,S_HZ_CON_MIN_Weight
56,54,,
55,138,0.1467760596941943,136
54,76,0.14081270642475,54
53,40,0.16368779358543414,31
52,24,0.16920451633168138,22
51,110,0.12789948890250227,107
50,96,0.1574725750973324,78
49,134,0.1551869777639971,130
48,142,0.13749285193550412,130
47,216,0.14689374752342446,197
46,176,0.1624648595507587,158
45,50,0.19725903209279522,37
44,1207,0.11462184030367704,1203
43,150,0.14154777710272085,10
42,612,0.11792220894386113,611
41,68,0.2602324533452264,4
40,1,,
39,3,,
38,1,,
37,7,0.042697900545317025,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.2688385889077024,2
31,53,0.11250928154184257,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
