Iteration,SampleCount,P_TEMP_EQUIL,P_TEMP_EQUIL_Weight
56,52,296.32432217217104,51
55,153,136.1196514112501,148
54,64,113.15876863986041,54
53,36,98.00838881782073,27
52,27,96.01121014488186,21
51,119,90.00907746008579,115
50,87,146.36240722278956,77
49,130,121.31650804785676,125
48,148,134.7533681387142,131
47,215,97.79383304119902,197
46,171,100.17632945650678,153
45,56,94.85444120808239,38
44,1215,127.50452743447205,1212
43,138,104.43734667800206,7
42,600,108.72739541158232,596
41,83,106.25139767154434,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
