Iteration,SampleCount,P_TEMP_EQUIL,P_TEMP_EQUIL_Weight
56,53,,
55,147,146.35930021337154,144
54,73,169.19904401851383,59
53,33,130.064987395161,29
52,23,97.62636294053901,19
51,117,146.18142352366976,111
50,85,561.8011280431698,71
49,139,141.56293415659005,128
48,149,113.90257609187422,135
47,211,84.43525511135623,197
46,171,92.28749965947677,153
45,50,108.98952527773363,32
44,1212,123.49625659497383,1203
43,150,91.1292478242333,10
42,608,86.74490523190866,607
41,72,140.205085804092,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
