Iteration,SampleCount,P_TEMP_EQUIL,P_TEMP_EQUIL_Weight
56,49,390.98883284961636,47
55,158,237.3241528636492,149
54,68,133.06009445643068,59
53,35,156.11553403022785,31
52,24,92.80915602439453,22
51,113,121.61768450656285,110
50,90,333.734016609661,75
49,129,159.15394465839123,122
48,155,118.26676207717246,135
47,208,97.70950877076969,194
46,170,115.23903735002754,149
45,61,82.32030036100755,39
44,1202,145.52818675863338,1200
43,151,90.31933336657683,8
42,617,88.98440256304946,614
41,64,150.9145381327887,3
40,2,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
