Iteration,SampleCount,P_TEMP_EQUIL,P_TEMP_EQUIL_Weight
56,52,,
55,142,181.71459282309013,138
54,77,159.3701242001686,57
53,37,173.48235232060367,31
52,26,142.28446925400993,24
51,115,132.4787331650066,114
50,84,151.59901309664315,73
49,140,137.2988584093197,131
48,136,135.17213324789074,125
47,213,117.3950265964228,189
46,174,122.54511366751407,148
45,61,110.49262997905129,38
44,1220,141.942016662634,1217
43,134,85.18925261375311,8
42,609,123.23268313501553,606
41,73,137.86415928760323,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
