Iteration,SampleCount,P_TEMP_EQUIL,P_TEMP_EQUIL_Weight
56,52,420.665648,50
55,150,65.39375944444444,144
54,73,31.22246830508474,59
53,33,13.184992068965524,29
52,27,17.051992608695674,23
51,110,19.137932592592595,108
50,93,40.66302009210528,76
49,137,21.464113236641225,131
48,143,11.214790833333335,132
47,212,8.59330635384615,195
46,167,7.170846435374148,147
45,61,7.778989189189191,37
44,1225,7.914624291564291,1221
43,133,0.6055899999999884,11
42,592,,
41,85,2.699245000000019,2
40,3,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
