Iteration,SampleCount,P_TEMP_EQUIL,P_TEMP_EQUIL_Weight
56,50,353.8939972558521,48
55,156,156.82798535748069,148
54,66,92.47409906772657,56
53,36,72.85627320588507,29
52,29,66.37511578468057,25
51,110,,
50,85,175.75550464207413,70
49,137,90.46818296836682,125
48,146,71.0664911503639,129
47,211,53.95548520619597,191
46,177,45.022358744701826,153
45,52,42.39200681143354,34
44,1215,39.130158480589444,1208
43,145,28.931854712126327,10
42,618,28.476551451093954,617
41,62,72.2181757627691,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
