Iteration,SampleCount,P_TEMP_EQUIL,P_TEMP_EQUIL_Weight
56,51,,
55,148,168.30679426602532,143
54,68,576.0135560177727,53
53,42,94.58696207159959,32
52,22,155.24853001369917,21
51,120,151.82889106487656,116
50,81,142384432271.39835,72
49,133,293.9107046237463,123
48,156,4276.7523266843655,137
47,203,417.84258535843003,191
46,177,227.77085565551914,153
45,56,145.26766732922596,38
44,1210,221.57898881928446,1207
43,144,232.2061577246283,8
42,610,291.9010075887219,607
41,71,428.9184321691801,3
40,2,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
