Iteration,SampleCount,S_HZ_OPT_MIN,S_HZ_OPT_MIN_Weight
56,50,0.4426448045306122,49
55,158,0.3111175241839855,151
54,68,0.3462117701167454,61
53,32,0.36309565689401535,30
52,27,0.4425939297839435,24
51,113,0.3280435134417467,112
50,84,0.33841917480394196,71
49,144,0.35736576845017765,133
48,147,0.4056903145644101,138
47,207,0.3868327407648103,196
46,180,0.41951457931312075,161
45,47,0.39055333164419614,37
44,1194,0.2472825886305933,1190
43,164,0.2694082233594181,11
42,598,,
41,80,0.3909339154132142,3
40,2,,
39,3,,
38,1,,
37,7,0.0346202754234507,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.4128935590573307,2
31,53,0.23264648307773764,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
