Iteration,SampleCount,S_HZ_OPT_MIN,S_HZ_OPT_MIN_Weight
56,50,0.2291133974374437,49
55,145,0.02207624843499508,138
54,79,0.01429722348540636,59
53,35,0.00949458927581357,31
52,21,0.014600081881913229,19
51,121,0.012272613603834208,115
50,87,0.013914284599963805,77
49,133,0.01024894154216724,128
48,148,0.00776712797997494,134
47,209,0.00562956079098064,194
46,179,0.004848586753352012,158
45,51,0.005892800686286561,38
44,1202,0.003815163518141681,1199
43,155,0.0034708921210240325,11
42,609,,
41,69,0.003129971408431705,3
40,2,,
39,3,,
38,1,,
37,7,0.003036004406889392,2
36,27,,
35,4,,
34,13,,
33,16,,
32,12,0.0066973105335008665,2
31,53,0.0023794633068298632,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
