Iteration,SampleCount,S_HZ_OPT_MIN,S_HZ_OPT_MIN_Weight
56,55,0.23960290541573442,54
55,142,0.03138869997272788,140
54,73,0.12187933427783913,55
53,36,0.006972987913635746,28
52,27,0.002482619552101102,22
51,112,0.01115995909113299,109
50,93,56614.06110568296,77
49,133,7.949584297336,128
48,148,6.746988320427833,134
47,206,3.2204211461996453,191
46,179,915.761630788275,155
45,55,629.3403135286712,39
44,1200,43.796843182932534,1198
43,155,696.1672188397209,10
42,619,1590.0761442842274,618
41,61,1263.350475710092,4
40,1,,
39,3,,
38,1,,
37,7,415.5758382623226,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,61.10202833162918,2
31,55,21.422726137494003,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
