Column,Mean_Error
P_MASS,362.67933231846587
P_RADIUS,3.8675359184118125
P_GRAVITY,2.7959439737852336
P_DENSITY,0.8342051468393544
P_ESI,0.07953270522737
P_RADIUS_EST,3.8913622617802806
P_MASS_EST,228.19408592968946
P_SEMI_MAJOR_AXIS_EST,0.2977672436652184
P_ESCAPE,1.7864476061172982
P_POTENTIAL,16.848147881312954
P_HILL_SPHERE,0.03255860732398273
P_DISTANCE_EFF,0.31078225045973457
P_PERIOD,159.16826645472742
P_SEMI_MAJOR_AXIS,0.46607557441886205
P_ECCENTRICITY,0.11829903889481037
P_INCLINATION,2.734301334636304
P_OMEGA,87.23930682716552
P_TPERI,2736.1206868806103
P_ANGULAR_DISTANCE,10.994620995770935
P_IMPACT_PARAMETER,0.2100488562940653
P_DISTANCE,0.3754938991899638
P_PERIASTRON,0.2623966031224538
P_APASTRON,0.44609796795509166
P_FLUX,408.028803151537
P_TEMP_EQUIL,337.81993037236725
S_TEMPERATURE,513.9279387083865
S_MASS,0.20545776381873798
S_RADIUS,0.30796469428308304
S_AGE,1.3078517090115105
S_LOG_G,0.1552677308274739
S_RADIUS_EST,0.29034945051909766
S_DISTANCE,382.31371073445126
S_MAG,1.976720075810914
S_METALLICITY,0.12102798388667228
S_LUMINOSITY,1.0128067516704296
S_HZ_OPT_MIN,0.3090977461689578
S_HZ_OPT_MAX,0.6818342092407618
S_HZ_CON_MIN,0.348643240047818
S_HZ_CON_MAX,0.6371445833934102
S_HZ_CON0_MIN,0.3889348020300203
S_HZ_CON0_MAX,0.6124677316803646
S_HZ_CON1_MIN,0.375179937265081
S_HZ_CON1_MAX,0.6794835753323828
S_SNOW_LINE,1.0620279564467792
S_ABIO_ZONE,1.4572843696015427
S_TIDAL_LOCK,0.038458024899311716
