Column,Mean_Error
P_MASS,99.87664881314602
P_RADIUS,0.2116609555699993
P_GRAVITY,0.7910525673881096
P_DENSITY,0.428819774489727
P_ESI,0.0412512877840711
P_RADIUS_EST,0.20115391474165828
P_MASS_EST,62.89807164818598
P_SEMI_MAJOR_AXIS_EST,0.010939078872683394
P_ESCAPE,0.5065802030342642
P_POTENTIAL,3.8563365141111494
P_HILL_SPHERE,0.010659735455653113
P_DISTANCE_EFF,0.014478896958401214
P_PERIOD,28.661773987754827
P_SEMI_MAJOR_AXIS,0.014356692209579965
P_ECCENTRICITY,0.08285953377047475
P_INCLINATION,1.7483111153814603
P_OMEGA,95.79691589514981
P_TPERI,2201.0378480066624
P_ANGULAR_DISTANCE,7.507292054257733
P_IMPACT_PARAMETER,0.20762463251385535
P_DISTANCE,0.014999198710041703
P_PERIASTRON,0.031058718210299853
P_APASTRON,0.031672641892455076
P_FLUX,172.65916823155257
P_TEMP_EQUIL,95.96537044084363
S_TEMPERATURE,113.75205827187129
S_MASS,0.03776783701691502
S_RADIUS,0.02922149678071524
S_AGE,0.5572573058581725
S_LOG_G,0.037309196737557324
S_RADIUS_EST,0.03579455495692921
S_DISTANCE,191.70237347122546
S_MAG,0.8618559524768276
S_METALLICITY,0.0995313953050629
S_LUMINOSITY,0.13160990219999522
S_HZ_OPT_MIN,0.0044205230940955464
S_HZ_OPT_MAX,0.008473406645449986
S_HZ_CON_MIN,0.00794415381766412
S_HZ_CON_MAX,0.006415604452964837
S_HZ_CON0_MIN,0.0061822696244690865
S_HZ_CON0_MAX,0.010317461963730378
S_HZ_CON1_MIN,0.005644235744324891
S_HZ_CON1_MAX,0.011542886680374937
S_SNOW_LINE,0.041348637047790605
S_ABIO_ZONE,0.3854925318675451
S_TIDAL_LOCK,0.015358730246384728
