Column,Mean_Error
P_MASS,500.6846199526559
P_RADIUS,0.9500802777473489
P_GRAVITY,6.021297885036908
P_DENSITY,2.24735010875822
P_ESI,0.04751673148178513
P_RADIUS_EST,0.6929407111971202
P_MASS_EST,409.611479811538
P_SEMI_MAJOR_AXIS_EST,0.3895045238204435
P_ESCAPE,0.6993327414751136
P_POTENTIAL,16.158766713059933
P_HILL_SPHERE,0.050784477533702375
P_DISTANCE_EFF,0.38393534108521143
P_PERIOD,346.2270643579296
P_SEMI_MAJOR_AXIS,0.39709603639345775
P_ECCENTRICITY,0.10137721841877671
P_INCLINATION,5.685928047628184
P_OMEGA,94.9227938501504
P_TPERI,2853.3623572122565
P_ANGULAR_DISTANCE,9.807613230594761
P_IMPACT_PARAMETER,0.22482284756054796
P_DISTANCE,0.39398481356722276
P_PERIASTRON,0.26793942686466143
P_APASTRON,0.4292121120945665
P_FLUX,233.7929355960765
P_TEMP_EQUIL,123.18016475424838
S_TEMPERATURE,198.0128114246682
S_MASS,0.08193281079962318
S_RADIUS,0.3697971810961184
S_AGE,0.7672476873338425
S_LOG_G,0.08753841534459209
S_RADIUS_EST,0.9567924511163767
S_DISTANCE,394.01377726003864
S_MAG,0.9846207493401782
S_METALLICITY,0.09806525747187482
S_LUMINOSITY,0.7058231193185203
S_HZ_OPT_MIN,0.09307581081364395
S_HZ_OPT_MAX,0.28538586423986056
S_HZ_CON_MIN,0.14851856518988102
S_HZ_CON_MAX,0.2490257522841065
S_HZ_CON0_MIN,0.13954953536635054
S_HZ_CON0_MAX,0.2655367718103594
S_HZ_CON1_MIN,0.12693216634685733
S_HZ_CON1_MAX,0.2234125673883689
S_SNOW_LINE,0.3853133279289485
S_ABIO_ZONE,0.6901040898621112
S_TIDAL_LOCK,0.029455496730552942
