Column,Mean_Error
P_MASS,79.2451716863087
P_RADIUS,0.17813310158394322
P_GRAVITY,0.8560733651105674
P_DENSITY,0.4502017395891104
P_ESI,0.040717494235805715
P_RADIUS_EST,0.20628340499009637
P_MASS_EST,48.53502965707056
P_SEMI_MAJOR_AXIS_EST,0.012133037422908118
P_ESCAPE,0.5752300186109046
P_POTENTIAL,3.6252394530322403
P_HILL_SPHERE,0.009588387075178135
P_DISTANCE_EFF,0.010638459146898722
P_PERIOD,37.852537219041444
P_SEMI_MAJOR_AXIS,0.016067057412559618
P_ECCENTRICITY,0.09703964120224326
P_INCLINATION,1.9496003686320726
P_OMEGA,101.74018196161505
P_TPERI,3233.2106105279463
P_ANGULAR_DISTANCE,6.8262486717613395
P_IMPACT_PARAMETER,0.2038273319215582
P_DISTANCE,0.01236541508092819
P_PERIASTRON,0.03257078156637991
P_APASTRON,0.03274222010126549
P_FLUX,156.36829998130497
P_TEMP_EQUIL,107.28789410456199
S_TEMPERATURE,106.48105416029769
S_MASS,0.03813686425208507
S_RADIUS,0.03207969715877281
S_AGE,0.6261215679958503
S_LOG_G,0.03975596717601218
S_RADIUS_EST,0.05314092463971996
S_DISTANCE,186.5415191227826
S_MAG,0.8995461920769641
S_METALLICITY,0.10637431340665528
S_LUMINOSITY,0.10475460223866295
S_HZ_OPT_MIN,0.005108654353612079
S_HZ_OPT_MAX,0.01067542160519679
S_HZ_CON_MIN,0.009905007076558288
S_HZ_CON_MAX,0.008064901829263818
S_HZ_CON0_MIN,0.006415296939039829
S_HZ_CON0_MAX,0.007901872710948178
S_HZ_CON1_MIN,0.00510574375651422
S_HZ_CON1_MAX,0.01340627472608666
S_SNOW_LINE,0.029013973208297923
S_ABIO_ZONE,0.3743912418138487
S_TIDAL_LOCK,0.015174810629341666
