Column,Mean_Error
P_MASS,305.93073492991
P_RADIUS,3673752.230500145
P_GRAVITY,5.808237547787625
P_DENSITY,23.47522885080755
P_ESI,6.14759730688827
P_RADIUS_EST,5.804754137537894
P_MASS_EST,64008.11704089391
P_SEMI_MAJOR_AXIS_EST,0.2034561128855999
P_ESCAPE,668259428751660.2
P_POTENTIAL,27631.344236534034
P_HILL_SPHERE,7004104961.26474
P_DISTANCE_EFF,0.5997657913495968
P_PERIOD,7157.778483993177
P_SEMI_MAJOR_AXIS,571.7951010691348
P_ECCENTRICITY,36.032820638379455
P_INCLINATION,25513.886928876273
P_OMEGA,211997.9348700311
P_TPERI,3.73442192946191e+20
P_ANGULAR_DISTANCE,35.85243934667094
P_IMPACT_PARAMETER,3906.4826849802084
P_DISTANCE,0.28928943294466253
P_PERIASTRON,0.2682787784975488
P_APASTRON,2.4239899940417424
P_FLUX,52338.232345157936
P_TEMP_EQUIL,299.956087197062
S_TEMPERATURE,1403.320135603624
S_MASS,23180.99327520811
S_RADIUS,0.7990944188962905
S_AGE,932803.220750648
S_LOG_G,0.18546284677453087
S_RADIUS_EST,278.7426054650833
S_DISTANCE,346.70842917551767
S_MAG,5.140894032521055
S_METALLICITY,26248.990728953853
S_LUMINOSITY,0.6845173170236636
S_HZ_OPT_MIN,0.26948962431626533
S_HZ_OPT_MAX,0.6218632239479361
S_HZ_CON_MIN,0.32509101863498574
S_HZ_CON_MAX,0.46824222147068517
S_HZ_CON0_MIN,0.25252989444549523
S_HZ_CON0_MAX,53.35746066083566
S_HZ_CON1_MIN,0.032852982577834026
S_HZ_CON1_MAX,0.08300995646654578
S_SNOW_LINE,0.33647892766922166
S_ABIO_ZONE,0.7897876374242798
S_TIDAL_LOCK,0.09602329741648143
