Column,Mean_Error
P_MASS,440.66450633634065
P_RADIUS,0.9709865284104782
P_GRAVITY,5.2701959642967
P_DENSITY,1.8133882635469314
P_ESI,0.04852067794452675
P_RADIUS_EST,0.7373675709300914
P_MASS_EST,307.7375369294865
P_SEMI_MAJOR_AXIS_EST,0.4085322434020117
P_ESCAPE,0.786574570266868
P_POTENTIAL,11.518556505709144
P_HILL_SPHERE,0.04865814329336475
P_DISTANCE_EFF,0.4117701128207686
P_PERIOD,442.4903676858821
P_SEMI_MAJOR_AXIS,0.426083113076152
P_ECCENTRICITY,0.09964400316046107
P_INCLINATION,3.239011039252577
P_OMEGA,117.06026760945778
P_TPERI,2468.262727179241
P_ANGULAR_DISTANCE,11.985509237846527
P_IMPACT_PARAMETER,0.21965797941585388
P_DISTANCE,0.4179969444494354
P_PERIASTRON,0.32543277405642845
P_APASTRON,0.4389361238909314
P_FLUX,212.3844627878784
P_TEMP_EQUIL,115.24925530152922
S_TEMPERATURE,187.2722168080637
S_MASS,0.07618033482869693
S_RADIUS,0.1997219693592817
S_AGE,0.6765762553947068
S_LOG_G,0.08266633726043073
S_RADIUS_EST,0.6845070958131244
S_DISTANCE,332.3282803556284
S_MAG,0.8768020183151417
S_METALLICITY,0.09897650662625307
S_LUMINOSITY,0.8582409941741573
S_HZ_OPT_MIN,0.0993826568868794
S_HZ_OPT_MAX,0.2611274665933925
S_HZ_CON_MIN,0.12316399045671268
S_HZ_CON_MAX,0.2259004452946997
S_HZ_CON0_MIN,0.1348349019581171
S_HZ_CON0_MAX,0.23072900316511077
S_HZ_CON1_MIN,0.13098765479371532
S_HZ_CON1_MAX,0.2276126971013603
S_SNOW_LINE,0.3541521512925218
S_ABIO_ZONE,0.4341769118688529
S_TIDAL_LOCK,0.026957291675275958
