Column,Mean_Error
P_MASS,141.55170007778685
P_RADIUS,0.11104717623529024
P_GRAVITY,0.8842103959068086
P_DENSITY,0.8312166856281364
P_ESI,0.024091028578783768
P_RADIUS_EST,0.36128737942421013
P_MASS_EST,79.87584039241338
P_SEMI_MAJOR_AXIS_EST,0.03665094772555898
P_ESCAPE,0.3726335475367851
P_POTENTIAL,4.913384109995248
P_HILL_SPHERE,0.015342910827706679
P_DISTANCE_EFF,0.032761456876726464
P_PERIOD,39.10043927407712
P_SEMI_MAJOR_AXIS,0.05689333119477255
P_ECCENTRICITY,0.16222919040907333
P_INCLINATION,2.2817547296343994
P_OMEGA,138.9566982377265
P_TPERI,4248.256517916207
P_ANGULAR_DISTANCE,6.2171453031160855
P_IMPACT_PARAMETER,0.21223334612566874
P_DISTANCE,0.03714901536471278
P_PERIASTRON,0.045108413839414115
P_APASTRON,0.04491583961028432
P_FLUX,75.79794464024847
P_TEMP_EQUIL,45.34225092603683
S_TEMPERATURE,63.68943554949636
S_MASS,0.044832845524530776
S_RADIUS,0.036793694550961674
S_AGE,0.3074243666378666
S_LOG_G,0.03280062800903295
S_RADIUS_EST,0.07223839516261378
S_DISTANCE,161.2125085300365
S_MAG,0.7269590087987733
S_METALLICITY,0.1008742677027617
S_LUMINOSITY,0.09593831976568136
S_HZ_OPT_MIN,0.013819461937462103
S_HZ_OPT_MAX,0.042747842901297885
S_HZ_CON_MIN,0.018834992983753542
S_HZ_CON_MAX,0.034593408875060745
S_HZ_CON0_MIN,0.021575449955792175
S_HZ_CON0_MAX,0.03014804459754584
S_HZ_CON1_MIN,0.017960513986733748
S_HZ_CON1_MAX,0.034716209419386544
S_SNOW_LINE,0.0729233309413899
S_ABIO_ZONE,0.2796955227577145
S_TIDAL_LOCK,0.012105207838617628
