Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,50,,
55,145,0.33297780651344394,139
54,74,0.2663536171956042,55
53,40,0.3429366027645865,32
52,21,0.40704831075236625,20
51,111,0.20745502641023467,106
50,88,0.27846484077917244,69
49,140,0.26683911369223295,127
48,154,0.259683408602241,139
47,208,0.26090191243238825,198
46,172,0.28752494416711827,155
45,56,0.3349497648514857,40
44,1218,0.21504899132836938,1217
43,135,0.2433627287177254,9
42,604,0.2085379608467984,602
41,77,0.43885048929202064,4
40,1,,
39,3,,
38,1,,
37,7,0.0955605334831553,2
36,26,,
35,5,,
34,13,,
33,16,,
32,11,0.5596347943282296,1
31,55,0.2129003342428422,27
30,7,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
