Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,50,,
55,148,0.35071340135581375,142
54,73,0.3456588821232186,57
53,34,0.4013201154179421,28
52,28,0.469975714739613,23
51,114,0.28766406821157803,112
50,86,0.3974962861352737,73
49,141,0.3087435298285034,132
48,143,0.29315052295763455,133
47,203,0.35396902602446584,187
46,180,0.31536288741027035,152
45,58,0.303027040160572,39
44,1219,0.21676804622549067,1217
43,136,0.2818264510410355,10
42,605,0.22365062911358582,604
41,75,0.1307006011488031,4
40,1,,
39,3,,
38,1,,
37,6,0.21308203533775538,1
36,27,0.22520494285551457,26
35,5,,
34,13,,
33,16,,
32,12,0.1275614883441536,2
31,53,0.202022885571627,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
