Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,48,,
55,152,0.11576201746523346,144
54,75,0.09323764750149613,61
53,30,0.05296276110726736,28
52,28,0.09747371713277246,23
51,108,0.060374889863136896,106
50,92,0.09877800873269507,73
49,139,0.087445119377471,130
48,145,0.08033139886601846,133
47,210,0.0592581326151121,194
46,176,0.032526069492449954,155
45,48,0.06516288810742378,32
44,1231,0.04373061905895058,1222
43,131,0.03453169202076058,10
42,607,0.032963038064636324,606
41,73,0.25163248990983667,4
40,1,,
39,3,,
38,1,,
37,7,0.03657252788328691,2
36,20,,
35,11,,
34,13,,
33,16,,
32,12,0.07188509012247635,2
31,52,0.021097655855813816,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
