Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,53,0.6793588280962354,52
55,145,0.3646152781411642,141
54,69,0.35357722613242726,52
53,40,0.41342902262423536,29
52,28,0.44857164573074876,24
51,114,0.297208442723676,113
50,82,0.39783811825080445,70
49,138,0.3108966085988903,126
48,151,0.31308987509070757,135
47,214,0.3298670804305811,200
46,170,0.30499319341698294,155
45,54,0.30817599096398174,38
44,1209,0.2097501333973011,1206
43,146,0.273052372112318,9
42,614,0.22053814798355062,612
41,65,0.12926906880342126,2
40,3,,
39,3,,
38,1,,
37,7,0.13845912536199056,2
36,26,,
35,5,,
34,13,,
33,16,,
32,11,0.24122806276887676,1
31,54,0.19069683133693907,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
