Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,45,1.0133959022727272,44
55,155,0.7060838547272728,143
54,69,0.7722649746897922,54
53,39,0.8749303972381224,30
52,26,0.9938111794827101,23
51,117,0.7011714958411194,115
50,84,0.7468265561566484,74
49,136,0.7930262501427353,128
48,156,0.9326049208290544,142
47,200,0.8520530702715418,193
46,175,0.9291348196112218,153
45,58,0.8997036199147582,40
44,1205,0.5259033466576394,1204
43,149,0.5724663555657556,10
42,608,0.5451219718254934,607
41,71,0.8444971368500152,3
40,2,,
39,3,,
38,1,,
37,7,0.09508874661030897,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.9034092152033304,2
31,53,0.5245538905462312,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
