Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,48,0.6883289243126759,46
55,151,0.25419380195803,141
54,74,0.2955130569402465,57
53,38,0.3712236238511992,32
52,25,0.3957448499816651,24
51,119,0.20583415007049455,118
50,81,0.3256227293073027,74
49,134,0.26927967327195906,126
48,153,0.2978367687725655,137
47,204,0.28973852269407396,192
46,170,0.3009809995102165,147
45,63,0.3060482296550712,39
44,1220,0.2042651538536146,1218
43,133,0.20999426179361644,8
42,605,0.18569316330415192,602
41,77,0.02651239705981001,4
40,1,,
39,3,,
38,1,,
37,7,0.07376881317918882,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.15797632987923338,2
31,52,0.13935818467609656,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
