Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,53,0.7576435239812185,52
55,144,0.2623473508029735,140
54,75,0.267515681878468,57
53,36,0.3162913463949195,30
52,27,0.28299248280215517,24
51,113,0.21096376719457988,112
50,86,0.27679736692095036,73
49,145,0.28139909425518533,136
48,133,0.28353117189031535,127
47,221,0.2830400481535864,199
46,162,0.297596459142956,146
45,63,0.3085707583527109,38
44,1214,0.21157616040870628,1211
43,142,0.21280471172757787,10
42,605,0.21874794098440917,604
41,74,0.4184540945287229,3
40,2,,
39,3,,
38,1,,
37,7,0.0721329373786328,2
36,28,,
35,3,,
34,13,,
33,16,,
32,12,0.44983292602458613,2
31,52,0.21155802010133212,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
