Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,52,0.6986890033957281,51
55,151,0.05522974903268818,146
54,66,0.0420686779466332,54
53,41,0.02309350004984271,32
52,22,0.047182718084672476,21
51,115,0.02999550107443045,111
50,81,0.04151539091643537,67
49,147,0.023810961973050007,132
48,145,0.01852832525080888,135
47,203,0.013328857958347465,189
46,180,0.009368243197504927,154
45,56,0.010066592692842243,39
44,1207,0.007295747366111866,1205
43,148,0.005107855070491324,10
42,618,0.006080353849125126,617
41,62,0.0029335075935404964,4
40,1,,
39,3,,
38,1,,
37,6,0.009492248257144453,1
36,25,0.006820169855499367,24
35,7,,
34,13,,
33,16,,
32,12,0.007435742157724912,2
31,52,0.0032017000048423848,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
