Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,48,,
55,156,0.10653580512372254,148
54,65,0.0630398033499573,55
53,39,0.07051985762110657,31
52,24,0.07048973202090034,22
51,118,0.06393744958831833,115
50,82,0.1282810013712775,72
49,141,0.09333872517765135,131
48,144,0.06478320636827885,133
47,215,0.049542652994010304,199
46,162,0.038825058759702206,146
45,64,0.03807567023355143,39
44,1216,0.02907311796228947,1214
43,137,0.023652115856134637,8
42,603,0.019592967237453,600
41,79,0.05863609307981332,4
40,1,,
39,3,,
38,1,,
37,7,0.027642425005692695,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.05555018836007242,2
31,52,0.022396792901022824,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
