Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,51,1.0656428298,50
55,145,0.08837312712230218,139
54,77,0.03463275672413795,58
53,33,0.06534812714285713,28
52,27,0.09184677863636367,22
51,117,0.03340075280701753,114
50,88,0.029930967142857135,77
49,133,0.020213300750000034,128
48,147,0.024998678571428578,133
47,211,0.012721600830769232,195
46,172,0.008970119282894748,152
45,55,0.024824659166666728,36
44,1219,0.009104663294892913,1214
43,140,0.00522093454545457,11
42,603,,
41,76,0.004947350000000128,4
40,1,,
39,3,,
38,1,,
37,7,0.0010284000000000404,2
36,25,,
35,6,,
34,13,,
33,16,,
32,10,,
31,57,0.0002974832142857352,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
