Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,51,1.20310799,50
55,150,0.08137586972222226,144
54,73,0.041879541355932214,59
53,34,0.07136921766666672,30
52,24,0.046859314761904726,21
51,116,0.02393687892857145,112
50,90,0.03919599844155843,77
49,137,0.027164076484848473,132
48,150,0.03141044311428568,140
47,199,0.013326551431578923,190
46,181,0.011436559891025651,156
45,55,0.011854772250000024,40
44,1195,0.007009183969849241,1194
43,160,0.0017149145454545217,11
42,602,,
41,76,0.00622580000000017,3
40,2,,
39,3,,
38,1,,
37,7,0.0024768000000001678,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.0004972500000000046,2
31,55,0.0006558203571428762,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
