Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,49,,
55,150,1.7790741684815007e-15,143
54,74,5.121366457094069e-10,59
53,33,5.163771469134343e-06,29
52,25,4.1779378871852926e-08,21
51,123,0.038366822854350405,119
50,79,0.7241598756169034,73
49,141,0.806929307672473,132
48,145,0.9354658245099322,135
47,206,0.8269995451846998,192
46,174,0.9179290688340181,151
45,55,0.8462143047314675,35
44,1209,0.5786554877940162,1203
43,149,0.5596280080100507,9
42,610,0.5490018491089877,608
41,71,0.8444106446428621,4
40,1,,
39,3,,
38,1,,
37,7,0.09581663623095826,2
36,26,,
35,5,,
34,13,,
33,16,,
32,11,0.8420907167362965,1
31,55,0.5118576180036655,27
30,7,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
