Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,54,,
55,140,0.04092850518847368,138
54,80,0.026589507971680037,60
53,35,0.016293514642313857,32
52,24,0.029380158400311513,23
51,119,0.024874552202943743,117
50,83,0.03125893318136556,75
49,132,0.01856977297349511,125
48,146,0.016978299131661035,129
47,216,0.00977059471533024,196
46,178,0.007078267174725699,159
45,49,0.008000205534713199,37
44,1204,0.005181786070006753,1200
43,154,0.005016399552657969,11
42,605,,
41,72,0.0067950551295759,2
40,3,,
39,3,,
38,1,,
37,7,0.009831664961442055,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.006250000605873662,2
31,53,0.0034243274707002782,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
