Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,48,,
55,151,0.26757900930787076,143
54,71,0.1364144846226311,56
53,37,0.19137388205778735,30
52,24,0.3480334116450308,21
51,117,0.21853944137237896,113
50,87,0.2463803494543768,75
49,139,0.23547953505775973,132
48,147,0.1648344539985935,137
47,206,0.2105062549600519,194
46,172,0.18159896547463056,151
45,57,0.17779175660789218,37
44,1219,0.07594110778913207,1215
43,137,0.07515256494110083,9
42,600,0.08567895385265782,598
41,81,0.1570987506814121,4
40,1,,
39,3,,
38,1,,
37,7,0.06933317378331127,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.1394728330171484,2
31,53,0.04011248053249657,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
