Iteration,SampleCount,P_PERIOD,P_PERIOD_Weight
56,52,,
55,145,15.091554988510637,141
54,73,12.467276998464285,56
53,35,9.385028872657141,28
52,30,5.082293960396799,25
51,115,,
50,82,619.2040255628423,72
49,140,151.81048679603694,130
48,148,97.77496443972942,136
47,215,72.15770128868515,202
46,163,19.6944045484672,150
45,61,33.266399238826,40
44,1212,16.604836573526697,1211
43,141,43.636598243776,9
42,598,6.708424077995303,596
41,83,67.58061542278399,4
40,1,,
39,3,,
37,7,34.29853109333333,6
36,27,31.948199104184614,26
35,4,383.63694294199996,2
34,12,59.58406018145455,11
33,15,260.12761106591995,13
32,14,345.20006762800006,10
31,48,68.79503348714894,47
30,14,39.85364322079996,5
29,8,,
28,5,499.2866392630401,4
27,11,83.68888419992001,10
26,8,1434.219158736,5
25,64,23.239135925000003,16
24,3,,
23,3,,
19,1,,
16,1,,
