Iteration,SampleCount,P_PERIOD,P_PERIOD_Weight
56,50,34.34677642040817,49
55,146,2.785983547482014,139
54,79,4.992223421833334,60
53,33,2.239685293333333,30
52,27,1.3749197833333335,24
51,112,2.4612070180180177,111
50,83,225.07110399623187,69
49,140,79.35493967480315,127
48,151,33.87882158933824,136
47,209,53.526325374489794,196
46,163,6.009616110902779,144
45,60,4.550170396969702,33
44,1231,4.157286870866721,1223
43,131,9.320905345454543,11
42,601,,
41,78,58.76009325000004,4
39,4,4.993962400000004,3
38,1,,
37,6,,
36,27,50.36174585,26
35,5,98.92013333333324,3
34,12,,
33,16,140.8059378866667,15
32,12,271.58006623,10
31,52,36.07444577843138,51
30,9,64.07911699999998,4
29,10,40.668603733333335,9
28,4,,
27,12,154.6958992909091,11
26,7,626.8502921200001,5
25,66,23.746060077777777,18
24,1,,
23,3,,
19,1,,
16,1,,
