Iteration,SampleCount,P_PERIOD,P_PERIOD_Weight
56,46,,
55,149,34.9193658999157,139
54,73,504.217091497236,54
53,39,35.16135501536424,30
52,25,21.620274865260548,22
51,121,67.30306250700946,118
50,85,9631883943.765305,78
49,129,549.4566823057404,125
48,150,411.85972130574135,133
47,207,60.05161230524812,191
46,180,146.19431395681886,156
45,51,153.8087752015253,36
44,1200,118.75092775899375,1195
43,158,161.0097765721647,10
42,626,33.14469261639974,625
41,54,537.818048487496,4
40,1,,
39,2,,
38,2,56.54931341372317,1
37,7,,
36,24,,
35,6,684.039007502064,2
34,12,105.53542912138533,11
33,17,713.6418867707729,15
32,10,651.5811750915241,8
31,53,228.92370149452393,50
30,11,130.0646572884237,5
29,9,,
28,4,,
27,13,436.953273836467,12
26,5,2431.934065993459,4
25,66,32.235242849890284,17
24,2,,
23,3,,
19,1,,
16,1,,
