Iteration,SampleCount,P_PERIOD,P_PERIOD_Weight
56,54,39.83508165230249,53
55,140,22.81150768189925,137
54,79,14.741324448971177,58
53,34,10.880921311553935,29
52,28,7.466425588344132,24
51,111,6.351630665067899,110
50,90,307.18620757336936,75
49,131,71.45092306597361,124
48,148,39.01788901485229,130
47,216,58.25189550317478,197
46,178,36.38848952945896,160
45,48,39.88700896972166,37
44,1199,25.46140613673986,1195
43,158,28.971462775701024,10
42,617,15.609232100304009,616
41,63,174.64953127125256,4
40,1,,
39,3,,
37,8,72.71368281412468,7
36,24,,
35,7,122.38306578922516,3
34,12,,
33,15,214.17847062040104,14
32,14,253.17798548539292,11
31,50,,
30,11,27.78436385731834,5
29,9,,
28,4,,
27,13,134.41798503586148,12
26,5,773.7769924323628,4
25,66,113.26918458849076,17
24,2,,
23,3,,
19,1,,
16,1,,
