Iteration,SampleCount,P_PERIOD,P_PERIOD_Weight
56,50,,
55,153,24.882365530678534,147
54,68,15.044895223248329,57
53,35,10.681673401699854,29
52,28,9.093885253958408,24
51,114,5.643227317800065,113
50,88,306.21458567298623,76
49,125,69.51761640996952,119
48,153,41.900487336645426,130
47,203,53.02927645708763,184
46,186,32.71085601150744,155
45,55,45.839662887912404,39
44,1226,21.36271270028975,1224
43,130,25.576268978465496,11
42,596,,
41,83,153.90124711549234,4
40,1,,
39,2,,
38,2,16.141046154741115,1
37,6,,
36,28,39.171111128036344,27
35,4,150.31187969204473,3
34,13,,
33,15,,
32,13,259.6059191278231,11
31,50,,
30,9,36.066564408758296,3
29,9,71.19792051127878,7
28,5,814.9307008685812,3
27,14,137.48209530683764,12
26,6,634.6241374118335,5
25,65,97.86296944187166,17
24,2,,
23,3,,
19,1,,
16,1,,
