Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,50,1.5272480108204292,49
55,151,3.370989104131494,144
54,69,24.38414830747377,52
53,38,10.155697257016312,27
52,25,31.51450454828611,17
51,118,10.272685727830345,81
50,90,15664539130.957302,22
49,143,4507.045022466237,32
48,145,27737.917559403926,26
47,215,15619.665659300092,46
46,171,2374.020849673579,18
45,46,254.5323701812355,13
44,1337,1102.5325076111853,53
43,14,245.00012273483415,6
42,678,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,1458.4297496604606,5
36,28,,
35,2,,
34,14,1125.6038686927936,9
33,16,229.67457327139664,1
32,12,1239.9072279892032,3
31,56,360.1619388150782,2
30,4,1763.9091615314799,1
29,10,1766.0838784512375,2
28,4,,
27,13,1707.7708017002676,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
