Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,53,,
55,149,2.1754029992907755,146
54,66,24.74765638668451,51
53,35,4.384789495024123,23
52,31,9.156080409623922,19
51,118,4.7364914612296,83
50,89,7310154279.244042,23
49,139,5746.544201379838,29
48,148,883.2217326414657,26
47,209,8588.88948509291,40
46,179,20277.4917504428,20
45,44,1327283.8318091992,13
44,1337,689828.4800117246,53
43,17,68291.44125366473,9
42,675,,
41,3,,
40,2,26518.052284199613,1
39,3,,
38,1,,
37,6,37245.045728123056,4
36,29,,
35,3,,
34,12,105131.79456127004,8
33,16,,
32,13,85118.42988740567,3
31,56,246906.9505810256,2
30,4,130905.40292317564,1
29,10,1289274.8229090907,2
28,4,,
27,13,453794.57137042424,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
