Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,51,5.5441287438420295,50
55,147,1.6021486381973964,141
54,76,0.9510709363632677,56
53,34,1.7127357089584463,27
52,26,1.1409447549312206,18
51,122,1.7875998568185332,86
50,85,5.544316560294476,22
49,137,1.7898263811716055,26
48,152,1.2138049033514706,27
47,216,0.783833890284526,48
46,172,2.4796387108602116,21
45,42,0.9866687196930984,12
44,1340,1.0565492413835096,55
43,13,0.5526671500334815,7
42,677,,
41,3,,
40,2,2.6401202899718044,1
39,3,,
37,6,4.033368569795731,3
36,30,,
35,2,,
34,11,20.589349336991145,6
33,19,1.514503987403188,1
32,11,4.60611033046348,2
31,57,34.596598080597026,2
30,4,32.24288878114197,1
29,9,34.84067414741602,1
28,5,20.02235078153356,4
27,12,,
26,7,,
25,67,,
23,3,,
19,1,,
16,1,,
