Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,52,,
55,141,2.343445255474451,137
54,80,3.561750000000002,56
53,34,3.075462962962965,27
52,25,3.2789705882352926,17
51,113,2.9867368421052634,76
50,97,6.835083333333336,24
49,138,6.298120161699968,29
48,147,5.842730913750883,25
47,217,6.251503379578752,47
46,175,7.686216717777659,23
45,41,6.224039224333196,13
44,1338,5.17675963925813,54
43,14,5.99051009232178,7
42,677,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,4.344491776252347,4
36,29,,
35,3,,
34,13,11.308875579939851,9
33,16,2.5656022693000153,1
32,11,5.0130694611844575,2
31,57,33.01442309119108,2
30,5,12.43088048056731,2
29,8,27.56485157398344,1
28,5,12.959427555207462,4
27,12,,
26,7,,
25,67,,
23,3,,
19,1,,
16,1,,
