Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,56,17.077910217442994,54
55,146,2.84990975186418,144
54,71,1.7869596813848263,54
53,39,1.5727763507153487,30
52,24,1.7838217355902208,19
51,118,2.108895284485891,83
50,84,6.195711403295828,18
49,143,2.8488896646904864,28
48,148,1.8365515531457726,25
47,215,1.9145763976465662,45
46,173,2.8290152335057783,19
45,44,1.302523558330595,12
44,1337,1.4981179686122061,52
43,16,1.2254433502835391,7
42,677,,
41,3,,
40,2,4.030739552606377,1
39,3,,
38,1,,
37,6,8.43432454030959,4
36,29,,
35,2,,
34,14,21.81840437321232,9
33,16,1.976725175786214,1
32,12,3.560279714243682,3
31,55,33.50715045608458,1
30,5,0.7623560992620781,1
29,10,15.41942581106866,2
28,4,,
27,13,33.41802404998682,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
