Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,50,1.529556123326946,49
55,147,0.8425701590604641,140
54,76,0.887960480119914,55
53,34,0.8491744861733329,26
52,27,0.8679987048546778,18
51,119,1.6461797932159594,83
50,88,5.496299392366354,22
49,143,1.6588786879049415,32
48,148,1.1194395010646823,29
47,210,0.9354327942773483,44
46,174,2.4544357219523114,19
45,43,0.8130819511540337,11
44,1338,0.9591609932075624,52
43,18,1.2979147524852124,9
42,675,,
41,4,,
40,1,,
39,2,,
38,2,0.6301440864421721,1
37,7,2.0731220514517306,5
36,28,,
35,3,,
34,13,16.73774034131052,9
33,16,1.5672025937270035,1
32,11,3.668689924592165,2
31,57,37.43993981755155,2
30,4,32.67707880734862,1
29,9,9.071120429359254,1
28,4,19.44275503211414,3
27,14,23.408792425681675,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
