Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,49,,
55,148,0.9490283687943272,141
54,73,0.8729056603773603,53
53,37,1.1012962962962962,27
52,27,1.0299473684210558,19
51,119,1.8834642857142827,84
50,86,6.098714285714286,21
49,142,0.5899666666666656,30
48,149,0.5661071428571444,28
47,212,0.4323555555555572,45
46,174,2.3839499999999982,20
45,42,0.6925454545454567,11
44,1336,0.7389799999999983,50
43,19,0.49874999999999226,8
42,676,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.5520000000000067,5
36,28,,
35,3,,
34,12,18.6005,8
33,17,0.4100000000000108,1
32,12,4.333333333333333,3
31,55,35.169999999999995,1
30,6,3.5699999999999896,2
29,8,38.699999999999996,1
28,5,19.004999999999995,4
27,13,10.800000000000004,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
