Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,49,1.5110416666666673,48
55,149,1.2038297872340409,141
54,79,0.8907627118644084,59
53,32,1.2721785714285707,28
52,24,1.0505882352941176,17
51,120,1.872819277108432,83
50,88,5.654272727272731,22
49,140,0.6574482758620686,29
48,150,0.6081785714285723,28
47,213,0.6867608695652191,46
46,174,2.1994761904761924,21
45,41,0.6400909090909139,11
44,1337,0.80935294117647,51
43,18,1.1321249999999932,8
42,676,,
41,4,,
40,1,,
39,3,,
37,8,0.482000000000005,5
36,28,,
35,2,,
34,14,15.964777777777776,9
33,16,0.3100000000000307,1
32,11,4.780999999999985,2
31,56,36.46999999999998,1
30,5,0.3399999999999892,1
29,9,0.15900000000000603,1
28,3,37.23599999999999,2
27,15,10.800000000000004,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
