Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,53,1.4687153380455071,51
55,148,0.8972578376549423,143
54,72,0.8470224417216912,54
53,37,1.0494854463291656,28
52,21,0.7706223449970244,14
51,120,1.5793115269650309,80
50,92,5.326529344430079,23
49,139,1.5160384918941179,29
48,151,1.153197462637015,29
47,207,0.9009685138012479,41
46,179,2.2924199809200054,21
45,41,1.1940272044954747,11
44,1342,0.964326733935472,56
43,13,1.2006438127557946,8
42,676,,
41,3,,
40,2,0.7808524740178626,1
39,3,,
38,1,,
37,7,2.569089210075711,5
36,28,,
35,3,,
34,12,15.733779785726282,8
33,17,1.645555789294633,1
32,12,2.8836557042752085,3
31,56,37.53944234810806,2
30,5,17.49646370742134,2
29,8,9.136647296972129,1
28,5,15.151009726423528,4
27,13,24.07827363710357,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
