Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,50,,
55,145,1.2611870503597122,139
54,73,1.3875058823529391,51
53,40,1.4622785714285713,28
52,26,1.208966315789473,19
51,114,1.7828464810126565,79
50,93,5.487082434782606,23
49,137,1.368868574814818,27
48,154,0.9264544853333362,30
47,215,0.7558558835200038,50
46,171,1.9888078487272742,22
45,40,0.9009912610909122,11
44,1336,0.9979845873561587,50
43,19,0.6891433619200065,8
42,676,,
41,4,,
39,4,1.021922026666677,3
38,1,,
37,7,0.690726693986295,5
36,28,,
35,3,,
34,10,18.52501122867199,6
33,19,1.4878400000000198,1
32,12,3.395672226133333,3
31,56,36.651201715199974,2
30,5,17.050051110399984,2
29,9,20.3316447744,2
28,4,,
27,13,25.75664323839998,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
