Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,55,2.032150943396226,53
55,140,0.9694379562043786,137
54,78,0.8941851851851855,54
53,36,1.0803333333333347,27
52,27,0.9273684210526333,19
51,121,1.6473023255813943,86
50,83,1.6684499999999978,20
49,140,0.7757777777777803,27
48,152,0.9138214285714261,28
47,212,0.5029333333333328,45
46,175,2.2425714285714307,21
45,40,0.6773000000000025,10
44,1339,1.0098846153846137,52
43,18,0.338444444444442,9
42,675,,
41,3,,
40,2,2.3299999999999983,1
39,3,,
38,1,,
37,7,0.41520000000001855,5
36,28,,
35,3,,
34,12,15.636624999999993,8
33,17,0.0899999999999892,1
32,12,3.103333333333334,3
31,56,38.12499999999999,2
30,4,0.6899999999999977,1
29,10,19.0825,2
28,4,,
27,13,10.800000000000004,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
