Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,50,2.207204081632653,49
55,150,2.3565454545454534,143
54,71,3.5935188679245305,53
53,37,3.2816481481481503,27
52,26,3.2880000000000007,18
51,116,3.112012499999999,80
50,91,6.930136363636366,22
49,141,6.271611920008755,30
48,151,5.983063144381062,30
47,213,6.482695879448906,48
46,171,7.965643051235112,20
45,42,6.318138338934605,11
44,1336,4.659547059890008,50
43,19,5.38276394500838,8
42,676,,
41,4,,
39,4,6.760996781796834,3
38,1,,
37,7,4.365035254190164,5
36,28,,
35,3,,
34,11,7.939282842002142,7
33,18,3.5341552063622004,1
32,11,2.923352915703788,2
31,56,37.68158716485062,1
30,6,17.95581949939357,2
29,9,21.58859609274271,2
28,4,,
27,13,9.025584163468451,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
